# lba,c,h,s
59574,58,0,91
59576,58,0,92
59578,58,0,93
59580,58,0,94
59582,58,0,95
59584,58,0,96
59586,58,0,97
59588,58,0,98
59590,58,0,99
59592,58,0,100
59594,58,0,101
59608,58,0,108
59610,58,0,109
59640,58,0,124
59642,58,0,125
59646,58,0,127
59648,58,0,128
59652,58,0,130
59658,58,0,133
60474,59,0,29
60476,59,0,30
60478,59,0,31
60480,59,0,32
60482,59,0,33
60518,59,0,51
60520,59,0,52
60522,59,0,53
60538,59,0,61
60540,59,0,62
60542,59,0,63
60582,59,0,83
60586,59,0,85
60594,59,0,89
60596,59,0,90
60598,59,0,91
60600,59,0,92
60602,59,0,93
60604,59,0,94
60606,59,0,95
60608,59,0,96
60610,59,0,97
60612,59,0,98
60614,59,0,99
60616,59,0,100
60618,59,0,101
60620,59,0,102
60622,59,0,103
60646,59,0,115
61498,60,0,29
61500,60,0,30
61504,60,0,32
61506,60,0,33
61508,60,0,34
61542,60,0,51
61546,60,0,53
61554,60,0,57
61556,60,0,58
61558,60,0,59
61560,60,0,60
61562,60,0,61
61564,60,0,62
61566,60,0,63
61570,60,0,65
61572,60,0,66
61574,60,0,67
61578,60,0,69
61580,60,0,70
61582,60,0,71
61584,60,0,72
61616,60,0,88
61618,60,0,89
61620,60,0,90
61622,60,0,91
61624,60,0,92
61626,60,0,93
61628,60,0,94
61630,60,0,95
61632,60,0,96
61634,60,0,97
61640,60,0,100
61642,60,0,101
61644,60,0,102
61646,60,0,103
61648,60,0,104
61650,60,0,105
61652,60,0,106
61716,60,0,138
62510,61,0,23
62512,61,0,24
62516,61,0,26
62522,61,0,29
62524,61,0,30
62532,61,0,34
62534,61,0,35
62536,61,0,36
62538,61,0,37
62540,61,0,38
62574,61,0,55
62576,61,0,56
62578,61,0,57
62580,61,0,58
62582,61,0,59
62584,61,0,60
62586,61,0,61
62588,61,0,62
62590,61,0,63
62596,61,0,66
62602,61,0,69
62604,61,0,70
62606,61,0,71
62634,61,0,85
62636,61,0,86
62638,61,0,87
62640,61,0,88
62642,61,0,89
62644,61,0,90
62646,61,0,91
62648,61,0,92
62650,61,0,93
62652,61,0,94
62654,61,0,95
62656,61,0,96
62658,61,0,97
62660,61,0,98
62662,61,0,99
62664,61,0,100
62666,61,0,101
62672,61,0,104
62674,61,0,105
62676,61,0,106
62678,61,0,107
62680,61,0,108
62682,61,0,109
62684,61,0,110
62720,61,0,128
62722,61,0,129
63522,62,0,17
63524,62,0,18
63526,62,0,19
63528,62,0,20
63530,62,0,21
63534,62,0,23
63536,62,0,24
63538,62,0,25
63540,62,0,26
63546,62,0,29
63548,62,0,30
63564,62,0,38
63566,62,0,39
63568,62,0,40
63608,62,0,60
63610,62,0,61
63660,62,0,86
63662,62,0,87
63664,62,0,88
63666,62,0,89
63668,62,0,90
63670,62,0,91
63672,62,0,92
63674,62,0,93
63676,62,0,94
63678,62,0,95
63680,62,0,96
63682,62,0,97
63684,62,0,98
63686,62,0,99
63688,62,0,100
63690,62,0,101
63692,62,0,102
63700,62,0,106
63702,62,0,107
63704,62,0,108
63706,62,0,109
63708,62,0,110
63740,62,0,126
64570,63,0,29
64572,63,0,30
64574,63,0,31
64576,63,0,32
64578,63,0,33
64580,63,0,34
64632,63,0,60
64634,63,0,61
64688,63,0,88
64690,63,0,89
64692,63,0,90
64694,63,0,91
64696,63,0,92
64698,63,0,93
64700,63,0,94
64702,63,0,95
64704,63,0,96
64706,63,0,97
64708,63,0,98
64710,63,0,99
64712,63,0,100
64714,63,0,101
64762,63,0,125
64764,63,0,126
64768,63,0,128
65562,64,0,13
65594,64,0,29
65654,64,0,59
65656,64,0,60
65658,64,0,61
65712,64,0,88
65714,64,0,89
66608,65,0,24
66610,65,0,25
66612,65,0,26
66614,65,0,27
66618,65,0,29
66620,65,0,30
66622,65,0,31
66676,65,0,58
66678,65,0,59
66680,65,0,60
66682,65,0,61
66686,65,0,63
66688,65,0,64
66690,65,0,65
66696,65,0,68
66698,65,0,69
66708,65,0,74
66710,65,0,75
66712,65,0,76
66714,65,0,77
66736,65,0,88
66744,65,0,92
66746,65,0,93
66748,65,0,94
66750,65,0,95
66758,65,0,99
66760,65,0,100
66762,65,0,101
66764,65,0,102
66766,65,0,103
66768,65,0,104
66770,65,0,105
66772,65,0,106
66774,65,0,107
66776,65,0,108
66778,65,0,109
67624,66,0,20
67626,66,0,21
67628,66,0,22
67630,66,0,23
67642,66,0,29
67644,66,0,30
67646,66,0,31
67690,66,0,53
67692,66,0,54
67694,66,0,55
67696,66,0,56
67698,66,0,57
67700,66,0,58
67702,66,0,59
67704,66,0,60
67706,66,0,61
67708,66,0,62
67710,66,0,63
67712,66,0,64
67756,66,0,86
67758,66,0,87
67760,66,0,88
67764,66,0,90
67766,66,0,91
67774,66,0,95
67776,66,0,96
67778,66,0,97
67780,66,0,98
67846,66,0,131
67848,66,0,132
67850,66,0,133
67852,66,0,134
67854,66,0,135
67856,66,0,136
67858,66,0,137
68666,67,0,29
68668,67,0,30
68670,67,0,31
68718,67,0,55
68720,67,0,56
68724,67,0,58
68736,67,0,64
68738,67,0,65
68740,67,0,66
68742,67,0,67
68744,67,0,68
68746,67,0,69
68748,67,0,70
68774,67,0,83
68778,67,0,85
68780,67,0,86
68782,67,0,87
68784,67,0,88
68786,67,0,89
68788,67,0,90
68790,67,0,91
68792,67,0,92
68794,67,0,93
68796,67,0,94
68800,67,0,96
68840,67,0,116
68858,67,0,125
68860,67,0,126
69690,68,0,29
69692,68,0,30
69694,68,0,31
69736,68,0,52
69748,68,0,58
69772,68,0,70
69774,68,0,71
69776,68,0,72
69778,68,0,73
69780,68,0,74
69788,68,0,78
69790,68,0,79
69792,68,0,80
69794,68,0,81
69796,68,0,82
69798,68,0,83
69800,68,0,84
69802,68,0,85
69804,68,0,86
69806,68,0,87
69808,68,0,88
69848,68,0,108
69850,68,0,109
69852,68,0,110
69854,68,0,111
69858,68,0,113
69864,68,0,116
69866,68,0,117
69868,68,0,118
69870,68,0,119
69872,68,0,120
69874,68,0,121
69878,68,0,123
69882,68,0,125
69884,68,0,126
69886,68,0,127
69890,68,0,129
70714,69,0,29
70716,69,0,30
70718,69,0,31
70726,69,0,35
70728,69,0,36
70730,69,0,37
70732,69,0,38
70734,69,0,39
70736,69,0,40
70770,69,0,57
70772,69,0,58
70810,69,0,77
70826,69,0,85
70828,69,0,86
70868,69,0,106
70870,69,0,107
70872,69,0,108
70874,69,0,109
70876,69,0,110
70886,69,0,115
70888,69,0,116
70890,69,0,117
70892,69,0,118
70894,69,0,119
70896,69,0,120
70898,69,0,121
70900,69,0,122
70902,69,0,123
70904,69,0,124
70906,69,0,125
70908,69,0,126
70910,69,0,127
70916,69,0,130
70918,69,0,131
70920,69,0,132
70922,69,0,133
71740,70,0,30
71742,70,0,31
71744,70,0,32
71746,70,0,33
71748,70,0,34
71750,70,0,35
71778,70,0,49
71794,70,0,57
71796,70,0,58
71850,70,0,85
71852,70,0,86
71890,70,0,105
71892,70,0,106
71894,70,0,107
71896,70,0,108
71902,70,0,111
71904,70,0,112
71906,70,0,113
71908,70,0,114
71910,70,0,115
71912,70,0,116
71914,70,0,117
71918,70,0,119
71920,70,0,120
71922,70,0,121
71924,70,0,122
71926,70,0,123
71928,70,0,124
71930,70,0,125
71932,70,0,126
71934,70,0,127
71936,70,0,128
71940,70,0,130
71942,70,0,131
71944,70,0,132
71946,70,0,133
71948,70,0,134
72746,71,0,21
72748,71,0,22
72750,71,0,23
72752,71,0,24
72754,71,0,25
72756,71,0,26
72758,71,0,27
72760,71,0,28
72762,71,0,29
72764,71,0,30
72766,71,0,31
72768,71,0,32
72770,71,0,33
72818,71,0,57
72872,71,0,84
72874,71,0,85
72876,71,0,86
72930,71,0,113
72932,71,0,114
72934,71,0,115
72936,71,0,116
72938,71,0,117
72942,71,0,119
72944,71,0,120
72948,71,0,122
72952,71,0,124
72954,71,0,125
73772,72,0,22
73774,72,0,23
73778,72,0,25
73782,72,0,27
73788,72,0,30
73790,72,0,31
73792,72,0,32
73794,72,0,33
73796,72,0,34
73798,72,0,35
73800,72,0,36
73802,72,0,37
73804,72,0,38
73806,72,0,39
73808,72,0,40
73810,72,0,41
73842,72,0,57
73844,72,0,58
73846,72,0,59
73880,72,0,76
73882,72,0,77
73886,72,0,79
73896,72,0,84
73898,72,0,85
73900,72,0,86
73902,72,0,87
73904,72,0,88
73906,72,0,89
73912,72,0,92
73914,72,0,93
73916,72,0,94
73918,72,0,95
73920,72,0,96
73922,72,0,97
73926,72,0,99
73928,72,0,100
73930,72,0,101
73932,72,0,102
73934,72,0,103
73936,72,0,104
73938,72,0,105
73942,72,0,107
73944,72,0,108
73946,72,0,109
73948,72,0,110
73950,72,0,111
73952,72,0,112
73954,72,0,113
73956,72,0,114
73958,72,0,115
73960,72,0,116
73964,72,0,118
73966,72,0,119
73968,72,0,120
73974,72,0,123
74000,72,0,136
74002,72,0,137
74004,72,0,138
74006,72,0,139
74008,72,0,140
74796,73,0,22
74798,73,0,23
74810,73,0,29
74812,73,0,30
74814,73,0,31
74816,73,0,32
74818,73,0,33
74820,73,0,34
74822,73,0,35
74824,73,0,36
74826,73,0,37
74828,73,0,38
74830,73,0,39
74832,73,0,40
74834,73,0,41
74858,73,0,53
74860,73,0,54
74862,73,0,55
74864,73,0,56
74866,73,0,57
74870,73,0,59
74872,73,0,60
74874,73,0,61
74876,73,0,62
74878,73,0,63
74880,73,0,64
74882,73,0,65
74884,73,0,66
74886,73,0,67
74888,73,0,68
74902,73,0,75
74904,73,0,76
74906,73,0,77
74908,73,0,78
74910,73,0,79
74912,73,0,80
74916,73,0,82
74920,73,0,84
74922,73,0,85
74924,73,0,86
74926,73,0,87
74928,73,0,88
74930,73,0,89
74936,73,0,92
74938,73,0,93
74940,73,0,94
74942,73,0,95
74966,73,0,107
74968,73,0,108
74970,73,0,109
74972,73,0,110
74974,73,0,111
74976,73,0,112
74978,73,0,113
74988,73,0,118
74990,73,0,119
75842,74,0,33
75844,74,0,34
75846,74,0,35
75888,74,0,56
75890,74,0,57
75942,74,0,83
75944,74,0,84
75946,74,0,85
75948,74,0,86
75950,74,0,87
75992,74,0,108
75994,74,0,109
75996,74,0,110
76866,75,0,33
76868,75,0,34
76870,75,0,35
76872,75,0,36
76912,75,0,56
76914,75,0,57
76948,75,0,74
76950,75,0,75
76952,75,0,76
76954,75,0,77
76956,75,0,78
76958,75,0,79
76960,75,0,80
76962,75,0,81
76966,75,0,83
76968,75,0,84
76970,75,0,85
76972,75,0,86
76974,75,0,87
76976,75,0,88
76978,75,0,89
76980,75,0,90
76984,75,0,92
76986,75,0,93
76988,75,0,94
76990,75,0,95
77002,75,0,101
77004,75,0,102
77016,75,0,108
77018,75,0,109
77020,75,0,110
77024,75,0,112
77070,75,0,135
77072,75,0,136
77890,76,0,33
77892,76,0,34
77894,76,0,35
77896,76,0,36
77912,76,0,44
77914,76,0,45
77936,76,0,56
77964,76,0,70
77970,76,0,73
77972,76,0,74
77974,76,0,75
77976,76,0,76
77980,76,0,78
77984,76,0,80
77988,76,0,82
77990,76,0,83
77992,76,0,84
77994,76,0,85
77996,76,0,86
77998,76,0,87
78000,76,0,88
78002,76,0,89
78004,76,0,90
78016,76,0,96
78018,76,0,97
78020,76,0,98
78022,76,0,99
78024,76,0,100
78026,76,0,101
78028,76,0,102
78036,76,0,106
78038,76,0,107
78040,76,0,108
78042,76,0,109
78906,77,0,29
78908,77,0,30
78910,77,0,31
78912,77,0,32
78914,77,0,33
78916,77,0,34
78918,77,0,35
78920,77,0,36
78922,77,0,37
78924,77,0,38
78926,77,0,39
78928,77,0,40
78930,77,0,41
78932,77,0,42
78934,77,0,43
78936,77,0,44
78938,77,0,45
78940,77,0,46
78942,77,0,47
78944,77,0,48
78960,77,0,56
78970,77,0,61
78972,77,0,62
79012,77,0,82
79014,77,0,83
79024,77,0,88
79026,77,0,89
79028,77,0,90
79038,77,0,95
79040,77,0,96
79042,77,0,97
79044,77,0,98
79046,77,0,99
79048,77,0,100
79050,77,0,101
79060,77,0,106
79062,77,0,107
79064,77,0,108
79098,77,0,125
79118,77,0,135
79120,77,0,136
79932,78,0,30
79934,78,0,31
79936,78,0,32
79938,78,0,33
79940,78,0,34
79942,78,0,35
79948,78,0,38
79950,78,0,39
79952,78,0,40
79962,78,0,45
79964,78,0,46
79966,78,0,47
79968,78,0,48
79970,78,0,49
79984,78,0,56
80032,78,0,80
80034,78,0,81
80036,78,0,82
80038,78,0,83
80040,78,0,84
80042,78,0,85
80044,78,0,86
80046,78,0,87
80048,78,0,88
80050,78,0,89
80052,78,0,90
80054,78,0,91
80056,78,0,92
80058,78,0,93
80060,78,0,94
80062,78,0,95
80064,78,0,96
80066,78,0,97
80068,78,0,98
80070,78,0,99
80072,78,0,100
80074,78,0,101
80076,78,0,102
80078,78,0,103
80080,78,0,104
80082,78,0,105
80084,78,0,106
80086,78,0,107
80088,78,0,108
80926,79,0,15
80928,79,0,16
80930,79,0,17
81006,79,0,55
81008,79,0,56
81020,79,0,62
81060,79,0,82
81062,79,0,83
81064,79,0,84
81066,79,0,85
81068,79,0,86
81070,79,0,87
81072,79,0,88
81074,79,0,89
81076,79,0,90
81078,79,0,91
81082,79,0,93
81084,79,0,94
81086,79,0,95
81092,79,0,98
81094,79,0,99
81096,79,0,100
81098,79,0,101
81100,79,0,102
81102,79,0,103
81104,79,0,104
81106,79,0,105
81108,79,0,106
81110,79,0,107
81114,79,0,109
81116,79,0,110
81118,79,0,111
81120,79,0,112
81122,79,0,113
81124,79,0,114
81128,79,0,116
82030,80,0,55
82032,80,0,56
82034,80,0,57
82040,80,0,60
82080,80,0,80
82084,80,0,82
82086,80,0,83
82088,80,0,84
82090,80,0,85
82092,80,0,86
82094,80,0,87
82096,80,0,88
82098,80,0,89
82100,80,0,90
82102,80,0,91
82106,80,0,93
82108,80,0,94
82110,80,0,95
82112,80,0,96
82114,80,0,97
82126,80,0,103
82128,80,0,104
82130,80,0,105
82132,80,0,106
82134,80,0,107
82136,80,0,108
82138,80,0,109
82208,80,0,144
82210,80,0,145
82212,80,0,146
82214,80,0,147
82216,80,0,148
82624,80,0,352
82978,81,0,17
83054,81,0,55
83056,81,0,56
83060,81,0,58
83062,81,0,59
83064,81,0,60
83084,81,0,70
83086,81,0,71
83088,81,0,72
83090,81,0,73
83094,81,0,75
83096,81,0,76
83098,81,0,77
83100,81,0,78
83102,81,0,79
83104,81,0,80
83106,81,0,81
83108,81,0,82
83110,81,0,83
83112,81,0,84
83114,81,0,85
83116,81,0,86
83118,81,0,87
83120,81,0,88
83122,81,0,89
83124,81,0,90
83126,81,0,91
83130,81,0,93
83132,81,0,94
83134,81,0,95
83136,81,0,96
83138,81,0,97
83140,81,0,98
83142,81,0,99
83144,81,0,100
83146,81,0,101
83152,81,0,104
83154,81,0,105
83156,81,0,106
83158,81,0,107
83160,81,0,108
83162,81,0,109
83164,81,0,110
83166,81,0,111
83168,81,0,112
83170,81,0,113
84010,82,0,21
84108,82,0,70
84110,82,0,71
84112,82,0,72
84114,82,0,73
84118,82,0,75
84120,82,0,76
84124,82,0,78
84126,82,0,79
84128,82,0,80
84130,82,0,81
84132,82,0,82
84134,82,0,83
84136,82,0,84
84138,82,0,85
84140,82,0,86
84142,82,0,87
84144,82,0,88
84146,82,0,89
84148,82,0,90
84150,82,0,91
84152,82,0,92
84154,82,0,93
84156,82,0,94
84158,82,0,95
84160,82,0,96
84162,82,0,97
84164,82,0,98
84176,82,0,104
84178,82,0,105
84180,82,0,106
85104,83,0,56
85108,83,0,58
85110,83,0,59
85112,83,0,60
85114,83,0,61
85150,83,0,79
85152,83,0,80
85154,83,0,81
85164,83,0,86
85166,83,0,87
85168,83,0,88
85170,83,0,89
85172,83,0,90
85174,83,0,91
85176,83,0,92
85182,83,0,95
85184,83,0,96
85186,83,0,97
85188,83,0,98
85190,83,0,99
85192,83,0,100
85194,83,0,101
85196,83,0,102
85198,83,0,103
85200,83,0,104
85202,83,0,105
85204,83,0,106
85212,83,0,110
85214,83,0,111
85216,83,0,112
85218,83,0,113
86174,84,0,79
86176,84,0,80
86182,84,0,83
86194,84,0,89
86196,84,0,90
86222,84,0,103
86224,84,0,104
87198,85,0,79
87200,85,0,80
87218,85,0,89
87220,85,0,90
87222,85,0,91
87224,85,0,92
87228,85,0,94
87230,85,0,95
87232,85,0,96
87234,85,0,97
87236,85,0,98
87238,85,0,99
87240,85,0,100
87244,85,0,102
87246,85,0,103
87248,85,0,104
87250,85,0,105
87252,85,0,106
87254,85,0,107
87256,85,0,108
87258,85,0,109
87260,85,0,110
87262,85,0,111
87322,85,0,141
88152,86,0,44
88154,86,0,45
88156,86,0,46
88218,86,0,77
88220,86,0,78
88222,86,0,79
88224,86,0,80
88272,86,0,104
88274,86,0,105
88276,86,0,106
88298,86,0,117
88302,86,0,119
88304,86,0,120
88308,86,0,122
88352,86,0,144
88354,86,0,145
89194,87,0,53
89196,87,0,54
89198,87,0,55
89200,87,0,56
89202,87,0,57
89204,87,0,58
89224,87,0,68
89226,87,0,69
89228,87,0,70
89230,87,0,71
89232,87,0,72
89234,87,0,73
89236,87,0,74
89238,87,0,75
89240,87,0,76
89242,87,0,77
89244,87,0,78
89246,87,0,79
89248,87,0,80
89250,87,0,81
89256,87,0,84
89258,87,0,85
89260,87,0,86
89262,87,0,87
89264,87,0,88
89266,87,0,89
89282,87,0,97
89284,87,0,98
89288,87,0,100
89290,87,0,101
89292,87,0,102
89294,87,0,103
89296,87,0,104
89298,87,0,105
89300,87,0,106
89302,87,0,107
89304,87,0,108
89306,87,0,109
89308,87,0,110
89310,87,0,111
89312,87,0,112
89316,87,0,114
89360,87,0,136
90186,88,0,37
90216,88,0,52
90218,88,0,53
90220,88,0,54
90222,88,0,55
90224,88,0,56
90226,88,0,57
90228,88,0,58
90248,88,0,68
90250,88,0,69
90252,88,0,70
90254,88,0,71
90256,88,0,72
90258,88,0,73
90260,88,0,74
90262,88,0,75
90264,88,0,76
90266,88,0,77
90268,88,0,78
90270,88,0,79
90272,88,0,80
90274,88,0,81
90280,88,0,84
90282,88,0,85
90284,88,0,86
90286,88,0,87
90288,88,0,88
90290,88,0,89
90324,88,0,106
90326,88,0,107
91260,89,0,62
91290,89,0,77
91292,89,0,78
91294,89,0,79
91330,89,0,97
91334,89,0,99
91336,89,0,100
91338,89,0,101
91340,89,0,102
91342,89,0,103
91344,89,0,104
91346,89,0,105
91348,89,0,106
91350,89,0,107
91352,89,0,108
91354,89,0,109
91356,89,0,110
91362,89,0,113
91364,89,0,114
92314,90,0,77
92316,90,0,78
92318,90,0,79
92372,90,0,106
92374,90,0,107
92376,90,0,108
92378,90,0,109
93242,91,0,29
93244,91,0,30
93374,91,0,95
93378,91,0,97
93380,91,0,98
93382,91,0,99
93384,91,0,100
93386,91,0,101
93388,91,0,102
93390,91,0,103
93392,91,0,104
93394,91,0,105
93396,91,0,106
93398,91,0,107
93400,91,0,108
93402,91,0,109
93408,91,0,112
93410,91,0,113
93412,91,0,114
93420,91,0,118
93474,91,0,145
93476,91,0,146
94324,92,0,58
94326,92,0,59
94394,92,0,93
94402,92,0,97
94404,92,0,98
94406,92,0,99
94408,92,0,100
94410,92,0,101
94412,92,0,102
94414,92,0,103
94416,92,0,104
94418,92,0,105
94420,92,0,106
94422,92,0,107
94424,92,0,108
94426,92,0,109
94428,92,0,110
94432,92,0,112
94434,92,0,113
94436,92,0,114
94444,92,0,118
94446,92,0,119
94518,92,0,155
94520,92,0,156
